VideoName,Class,StartTime,EndTime,Id,Tags
TVILL16-054_OK_DVD-1_Dive 420 16-02-24 20.32.35_C1,conf,000000,000137,01,obscurecido-flange
TVILL16-054_OK_DVD-1_Dive 420 16-02-24 20.32.35_C1,conf,000137,000827,02,flange
TVILL16-054_OK_DVD-1_Dive 420 16-02-24 20.32.35_C1,conf,000827,000838,03,obscurecido
TVILL16-054_OK_DVD-1_Dive 420 16-02-24 20.32.35_C1,nada,000838,000933,04
TVILL16-054_OK_DVD-1_Dive 420 16-02-24 20.32.35_C1,conf,000933,000947,05
TVILL16-054_OK_DVD-1_Dive 420 16-02-24 20.32.35_C1,nada,000947,001232,06
TVILL16-054_OK_DVD-1_Dive 420 16-02-24 20.32.35_C1,evto,001232,001319,07,anodo-enterrado
TVILL16-054_OK_DVD-1_Dive 420 16-02-24 20.32.35_C1,evto,001319,001515,08,enterrado
TVILL16-054_OK_DVD-1_Dive 420 16-02-24 20.32.35_C1,conf,001515,001553,09
TVILL16-054_OK_DVD-1_Dive 420 16-02-24 20.32.35_C1,nada,001553,001833,10
TVILL16-054_OK_DVD-1_Dive 420 16-02-24 20.32.35_C1,conf,001833,001901,11
TVILL16-054_OK_DVD-1_Dive 420 16-02-24 20.32.35_C1,evto,001901,001930,12,enterrado
TVILL16-054_OK_DVD-1_Dive 420 16-02-24 20.32.35_C1,evto,001930,002124,13,anodo-enterrado-flange-trincheira
TVILL16-054_OK_DVD-1_Dive 420 16-02-24 20.32.35_C1,nada,002124,002245,14,enterrado
TVILL16-054_OK_DVD-1_Dive 420 16-02-24 20.32.35_C1,evto,002257,002515,15,anodo-enterrado-trincheira
TVILL16-054_OK_DVD-1_Dive 420 16-02-24 20.32.35_C1,evto,002515,003000,16,enterrado
